epoch,step,train/loss,train/occ,train/traj
0,4,0.7063111066818237,0.6889668703079224,0.017344238236546516
0,9,0.6702144145965576,0.6630328893661499,0.007181540597230196
0,14,0.6341603398323059,0.6269611120223999,0.007199232932180166
0,19,0.6286518573760986,0.6210638284683228,0.007588056847453117
0,24,0.6333132386207581,0.6146484017372131,0.018664808943867683
0,29,0.6229596734046936,0.613552987575531,0.00940669234842062
0,34,0.6314663887023926,0.6169246435165405,0.01454172283411026
0,39,0.6233456134796143,0.6173906326293945,0.005955008789896965
0,44,0.6291847229003906,0.6190420389175415,0.010142712853848934
0,49,0.6171028017997742,0.6105950474739075,0.00650777155533433
0,54,0.6241670250892639,0.6167147755622864,0.007452266290783882
0,59,0.6247912645339966,0.61442631483078,0.010364926420152187
0,64,0.622819721698761,0.6139803528785706,0.008839339949190617
0,69,0.6292027831077576,0.6171005964279175,0.012102201581001282
0,74,0.6126794219017029,0.6049504280090332,0.007728989701718092
0,79,0.6209955215454102,0.6129519939422607,0.008043553680181503
0,84,0.6246956586837769,0.6155060529708862,0.009189623408019543
0,89,0.6292667984962463,0.6157811284065247,0.013485662639141083
0,94,0.6335049271583557,0.623259425163269,0.01024552807211876
0,99,0.6222268342971802,0.6105505228042603,0.011676296591758728
0,104,0.6197344064712524,0.6145287752151489,0.005205638241022825
0,109,0.6224443316459656,0.6142929196357727,0.008151433430612087
0,114,0.6263737678527832,0.6160033941268921,0.010370345786213875
0,119,0.6202953457832336,0.6149699091911316,0.005325461272150278
0,124,0.6191679835319519,0.6121137738227844,0.0070542264729738235
